sentence,sentiment,impact,sentiments,impacts,batch,film_title,sentences_nopunc,duplicated
Wish it was longer.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,Space Junk,wish it was longer,FALSE
Not much new.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Engagement with Film' 'Engagement with Film'],3,Seeing the Beginning of Time,not much new,FALSE
The graphics were unclear to a novice viewer.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,SuperTornado: Anatomy of a Megadisaster,the graphics were unclear to a novice viewer,FALSE
it did get off topic a bit... but still interesting space facts.,Negative,Engagement with Film,['Negative' 'Positive' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,Space Junk,it did get off topic a bit but still interesting space facts,FALSE
It's a docu-drama with little in the way of hard scientific information.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Shift in Knowledge'],3,SuperTornado: Anatomy of a Megadisaster,its a docudrama with little in the way of hard scientific information,FALSE
The narratior Voice was so monotone that we were quickly disinterested.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,SuperTornado: Anatomy of a Megadisaster,the narratior voice was so monotone that we were quickly disinterested,FALSE
"Really horrible ""documentary"" ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,SuperTornado: Anatomy of a Megadisaster,really horrible documentary,FALSE
The information included wasn't really that interesting to me either.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Interest with Science Topic' 'Engagement with Film' 'Shift in Knowledge'],3,Space Junk,the information included wasnt really that interesting to me either,FALSE
Speaks in lots of generalities.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,The Jupiter Enigma,speaks in lots of generalities,FALSE
"For me, this wasn't it but almost made me take a nap ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,Seeing the Beginning of Time,for me this wasnt it but almost made me take a nap,FALSE
"The ""background"" music is WAY too loud. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,The Jupiter Enigma,the background music is way too loud,FALSE
"If you were looking for a solar storm disaster movie, this isn't it. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,Solar Superstorms: Journey to the Center of the Sun,if you were looking for a solar storm disaster movie this isnt it,FALSE
this is not a good one.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,this is not a good one,FALSE
I was looking for a real movie.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Impersonal Report'],3,Solar Superstorms: Journey to the Center of the Sun,i was looking for a real movie,FALSE
The narration for this documentary is performed by a professional voice over artist that obviously does not have a background in astronomy or any other engineering/technical pursuit.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,Seeing the Beginning of Time,the narration for this documentary is performed by a professional voice over artist that obviously does not have a background in astronomy or any other engineeringtechnical pursuit,FALSE
"Whoever hired the 'master of monotone' to read the narration script, in true robotic fashion, took what would otherwise have been an interesting and informative program into a fight to stay awake. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,SuperTornado: Anatomy of a Megadisaster,whoever hired the master of monotone to read the narration script in true robotic fashion took what would otherwise have been an interesting and informative program into a fight to stay awake,FALSE
"Too much animation, and the animation isn't existing. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,Seeing the Beginning of Time,too much animation and the animation isnt existing,FALSE
I almost fell asleep.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],3,Seeing the Beginning of Time,i almost fell asleep,FALSE
" However, one thing I would recommend is a boost on the quality. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,Birth of Planet Earth,however one thing i would recommend is a boost on the quality,FALSE
"Absolutely nothing here that you can't get anywhere else, however in a better package. ",Negative,Engagement with Film,['Neutral' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,The Jupiter Enigma,absolutely nothing here that you cant get anywhere else however in a better package,FALSE
But does not have soo much action that it keeps you up all night.,Negative,Engagement with Film,['Positive' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,SuperTornado: Anatomy of a Megadisaster,but does not have soo much action that it keeps you up all night,FALSE
Monotonous and boring.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,SuperTornado: Anatomy of a Megadisaster,monotonous and boring,FALSE
"Sure I have seen worse I suppose, on YouTube. ",Negative,Engagement with Film,['Neutral' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,The Jupiter Enigma,sure i have seen worse i suppose on youtube,FALSE
Especially with the irritating music in the background.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],3,The Jupiter Enigma,especially with the irritating music in the background,FALSE
"I lost interest after 15 minutes, although the filmmaker's intentions appeared to be good. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster,i lost interest after 15 minutes although the filmmakers intentions appeared to be good,FALSE
"They should have used the term ""maturation"". ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Engagement with Film' 'Engagement with Film'],4,Seeing the Beginning of Time,they should have used the term maturation,FALSE
They either should have stuck to the formation of tornadoes or the should have concentrated on the survival aspect.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster,they either should have stuck to the formation of tornadoes or the should have concentrated on the survival aspect,FALSE
Take a handful of data and deep fry it so it puffs up.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Interest with Science Topic'
 'Engagement with Film']",4,The Jupiter Enigma,take a handful of data and deep fry it so it puffs up,FALSE
Using these awful narrators.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,The Jupiter Enigma,using these awful narrators,FALSE
If your looking for 3d that comes out of tv then this is not for you.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Space Junk,if your looking for 3d that comes out of tv then this is not for you,FALSE
" If not, you may be the next one to write a similar review. ",Negative,Engagement with Film,['Negative' 'Negative' 'Neutral'],['Not applicable' 'Engagement with Film' 'Impersonal Report'],4,Space Junk,if not you may be the next one to write a similar review,FALSE
I was falling asleep watching this in the middle of the day.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster,i was falling asleep watching this in the middle of the day,FALSE
yawn.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Impersonal Report' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster,yawn,FALSE
"This film should have been lots of fun but turned out to be a rather dreary, uninteresting affair. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Space Junk,this film should have been lots of fun but turned out to be a rather dreary uninteresting affair,FALSE
Oh they are so dramatic on their worthless billion dollar toy.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],"['Interest with Science Topic' 'Engagement with Film'
 'Engagement with Film']",4,Seeing the Beginning of Time,oh they are so dramatic on their worthless billion dollar toy,FALSE
I've seen better computer generated 3D on IMAX films like Legends of Flight.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Space Junk,ive seen better computer generated 3d on imax films like legends of flight,FALSE
Never once was ELECTRICITY mentioned in any of this.,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],"['Engagement with Film' 'Interest with Science Topic'
 'Engagement with Film']",4,The Jupiter Enigma,never once was electricity mentioned in any of this,FALSE
"In regard to the graphics, much of the time you see lots of different coloured circles orbiting around the Earth which becomes tiring. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Space Junk,in regard to the graphics much of the time you see lots of different coloured circles orbiting around the earth which becomes tiring,FALSE
